year,period,rep_period,weight
2050,1,5,1.0
2050,2,5,1.0
2050,3,5,1.0
2050,4,5,1.0
2050,5,2,1.0
2050,6,4,1.0
2050,7,5,1.0
2050,8,5,1.0
2050,9,5,1.0
2050,10,5,1.0
2050,11,5,1.0
2050,12,5,1.0
2050,13,5,1.0
2050,14,5,1.0
2050,15,5,1.0
2050,16,5,1.0
2050,17,5,1.0
2050,18,7,1.0
2050,19,10,1.0
2050,20,7,1.0
2050,21,10,1.0
2050,22,10,1.0
2050,23,4,1.0
2050,24,4,1.0
2050,25,4,1.0
2050,26,4,1.0
2050,27,4,1.0
2050,28,5,1.0
2050,29,5,1.0
2050,30,2,1.0
2050,31,4,1.0
2050,32,4,1.0
2050,33,4,1.0
2050,34,10,1.0
2050,35,10,1.0
2050,36,4,1.0
2050,37,2,1.0
2050,38,5,1.0
2050,39,5,1.0
2050,40,4,1.0
2050,41,2,1.0
2050,42,7,1.0
2050,43,7,1.0
2050,44,4,1.0
2050,45,10,1.0
2050,46,7,1.0
2050,47,7,1.0
2050,48,2,1.0
2050,49,5,1.0
2050,50,5,1.0
2050,51,5,1.0
2050,52,2,1.0
2050,53,2,1.0
2050,54,5,1.0
2050,55,4,1.0
2050,56,2,1.0
2050,57,4,1.0
2050,58,4,1.0
2050,59,4,1.0
2050,60,5,1.0
2050,61,5,1.0
2050,62,5,1.0
2050,63,4,1.0
2050,64,4,1.0
2050,65,2,1.0
2050,66,5,1.0
2050,67,5,1.0
2050,68,7,1.0
2050,69,7,1.0
2050,70,7,1.0
2050,71,2,1.0
2050,72,7,1.0
2050,73,7,1.0
2050,74,2,1.0
2050,75,2,1.0
2050,76,7,1.0
2050,77,10,1.0
2050,78,10,1.0
2050,79,10,1.0
2050,80,4,1.0
2050,81,2,1.0
2050,82,7,1.0
2050,83,10,1.0
2050,84,2,1.0
2050,85,2,1.0
2050,86,2,1.0
2050,87,4,1.0
2050,88,5,1.0
2050,89,5,1.0
2050,90,5,1.0
2050,91,5,1.0
2050,92,2,1.0
2050,93,2,1.0
2050,94,7,1.0
2050,95,2,1.0
2050,96,2,1.0
2050,97,2,1.0
2050,98,7,1.0
2050,99,7,1.0
2050,100,7,1.0
2050,101,4,1.0
2050,102,7,1.0
2050,103,7,1.0
2050,104,7,1.0
2050,105,7,1.0
2050,106,7,1.0
2050,107,2,1.0
2050,108,2,1.0
2050,109,7,1.0
2050,110,7,1.0
2050,111,2,1.0
2050,112,7,1.0
2050,113,7,1.0
2050,114,7,1.0
2050,115,6,1.0
2050,116,6,1.0
2050,117,6,1.0
2050,118,6,1.0
2050,119,9,1.0
2050,120,8,1.0
2050,121,6,1.0
2050,122,8,1.0
2050,123,8,1.0
2050,124,8,1.0
2050,125,8,1.0
2050,126,8,1.0
2050,127,8,1.0
2050,128,8,1.0
2050,129,8,1.0
2050,130,8,1.0
2050,131,8,1.0
2050,132,8,1.0
2050,133,8,1.0
2050,134,6,1.0
2050,135,6,1.0
2050,136,8,1.0
2050,137,8,1.0
2050,138,8,1.0
2050,139,8,1.0
2050,140,6,1.0
2050,141,6,1.0
2050,142,6,1.0
2050,143,6,1.0
2050,144,6,1.0
2050,145,6,1.0
2050,146,6,1.0
2050,147,6,1.0
2050,148,8,1.0
2050,149,8,1.0
2050,150,8,1.0
2050,151,8,1.0
2050,152,8,1.0
2050,153,8,1.0
2050,154,8,1.0
2050,155,8,1.0
2050,156,8,1.0
2050,157,8,1.0
2050,158,8,1.0
2050,159,8,1.0
2050,160,8,1.0
2050,161,8,1.0
2050,162,1,1.0
2050,163,1,1.0
2050,164,1,1.0
2050,165,9,1.0
2050,166,9,1.0
2050,167,6,1.0
2050,168,6,1.0
2050,169,9,1.0
2050,170,1,1.0
2050,171,1,1.0
2050,172,1,1.0
2050,173,1,1.0
2050,174,6,1.0
2050,175,9,1.0
2050,176,1,1.0
2050,177,1,1.0
2050,178,1,1.0
2050,179,1,1.0
2050,180,1,1.0
2050,181,1,1.0
2050,182,1,1.0
2050,183,1,1.0
2050,184,1,1.0
2050,185,1,1.0
2050,186,1,1.0
2050,187,9,1.0
2050,188,9,1.0
2050,189,9,1.0
2050,190,9,1.0
2050,191,9,1.0
2050,192,1,1.0
2050,193,1,1.0
2050,194,1,1.0
2050,195,1,1.0
2050,196,1,1.0
2050,197,1,1.0
2050,198,1,1.0
2050,199,9,1.0
2050,200,1,1.0
2050,201,1,1.0
2050,202,9,1.0
2050,203,1,1.0
2050,204,9,1.0
2050,205,1,1.0
2050,206,9,1.0
2050,207,9,1.0
2050,208,9,1.0
2050,209,9,1.0
2050,210,9,1.0
2050,211,9,1.0
2050,212,9,1.0
2050,213,1,1.0
2050,214,1,1.0
2050,215,1,1.0
2050,216,1,1.0
2050,217,1,1.0
2050,218,1,1.0
2050,219,1,1.0
2050,220,1,1.0
2050,221,1,1.0
2050,222,1,1.0
2050,223,1,1.0
2050,224,1,1.0
2050,225,1,1.0
2050,226,9,1.0
2050,227,1,1.0
2050,228,9,1.0
2050,229,9,1.0
2050,230,9,1.0
2050,231,1,1.0
2050,232,1,1.0
2050,233,1,1.0
2050,234,1,1.0
2050,235,9,1.0
2050,236,9,1.0
2050,237,9,1.0
2050,238,9,1.0
2050,239,9,1.0
2050,240,9,1.0
2050,241,7,1.0
2050,242,1,1.0
2050,243,1,1.0
2050,244,9,1.0
2050,245,9,1.0
2050,246,1,1.0
2050,247,1,1.0
2050,248,9,1.0
2050,249,9,1.0
2050,250,9,1.0
2050,251,9,1.0
2050,252,1,1.0
2050,253,1,1.0
2050,254,9,1.0
2050,255,9,1.0
2050,256,7,1.0
2050,257,2,1.0
2050,258,9,1.0
2050,259,10,1.0
2050,260,2,1.0
2050,261,7,1.0
2050,262,7,1.0
2050,263,10,1.0
2050,264,10,1.0
2050,265,10,1.0
2050,266,10,1.0
2050,267,10,1.0
2050,268,10,1.0
2050,269,10,1.0
2050,270,2,1.0
2050,271,2,1.0
2050,272,2,1.0
2050,273,2,1.0
2050,274,7,1.0
2050,275,7,1.0
2050,276,10,1.0
2050,277,10,1.0
2050,278,10,1.0
2050,279,9,1.0
2050,280,9,1.0
2050,281,10,1.0
2050,282,10,1.0
2050,283,10,1.0
2050,284,2,1.0
2050,285,10,1.0
2050,286,10,1.0
2050,287,10,1.0
2050,288,9,1.0
2050,289,9,1.0
2050,290,10,1.0
2050,291,10,1.0
2050,292,10,1.0
2050,293,10,1.0
2050,294,10,1.0
2050,295,5,1.0
2050,296,7,1.0
2050,297,10,1.0
2050,298,7,1.0
2050,299,10,1.0
2050,300,10,1.0
2050,301,10,1.0
2050,302,10,1.0
2050,303,10,1.0
2050,304,2,1.0
2050,305,7,1.0
2050,306,7,1.0
2050,307,10,1.0
2050,308,10,1.0
2050,309,10,1.0
2050,310,10,1.0
2050,311,3,1.0
2050,312,3,1.0
2050,313,5,1.0
2050,314,5,1.0
2050,315,5,1.0
2050,316,3,1.0
2050,317,3,1.0
2050,318,5,1.0
2050,319,5,1.0
2050,320,5,1.0
2050,321,5,1.0
2050,322,5,1.0
2050,323,5,1.0
2050,324,5,1.0
2050,325,4,1.0
2050,326,4,1.0
2050,327,10,1.0
2050,328,5,1.0
2050,329,5,1.0
2050,330,2,1.0
2050,331,5,1.0
2050,332,5,1.0
2050,333,5,1.0
2050,334,5,1.0
2050,335,5,1.0
2050,336,3,1.0
2050,337,3,1.0
2050,338,3,1.0
2050,339,3,1.0
2050,340,3,1.0
2050,341,3,1.0
2050,342,3,1.0
2050,343,3,1.0
2050,344,3,1.0
2050,345,3,1.0
2050,346,3,1.0
2050,347,10,1.0
2050,348,10,1.0
2050,349,10,1.0
2050,350,3,1.0
2050,351,3,1.0
2050,352,3,1.0
2050,353,3,1.0
2050,354,3,1.0
2050,355,3,1.0
2050,356,3,1.0
2050,357,3,1.0
2050,358,3,1.0
2050,359,3,1.0
2050,360,3,1.0
2050,361,3,1.0
2050,362,3,1.0
2050,363,3,1.0
2050,364,5,1.0
2050,365,5,1.0
