asset,capacity,capacity_storage_energy,consumer_balance_sense,discount_rate,economic_lifetime,energy_to_power_ratio,group,investment_integer,investment_integer_storage_energy,investment_method,is_seasonal,start_up_cost,shut_down_cost,max_ramp_down,max_ramp_up,min_operating_point,minimum_down_time,minimum_up_time,ramping,storage_method_energy,technical_lifetime,type,unit_commitment,unit_commitment_integer,unit_commitment_method,use_binary_storage_method,max_su_ramp,max_sd_ramp,start_trajectory,shut_trajectory
LT_Battery,100,10.0,,0.05,15.0,0.0,,false,false,simple,false,,,,,,,,,true,15.0,storage,,true,,,,,,
FI_Solar,18,,,0.05,100.0,0.0,,false,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,basic,,,,,
FI_Wind_Onshore,49,,,0.05,100.0,0.0,,false,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,basic,,,,,
FI_Wind_Offshore,49,,,0.05,100.0,0.0,,false,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,basic,,,,,
FI_Coal,824,,,0.05,100.0,0.0,,true,false,simple,false,35.64,35.64,0.5,0.5,0.325,6.0,5.0,true,false,100.0,producer,true,true,basic,,0.38,0.38,,
FI_Nuclear,2095,,,0.05,100.0,0.0,,true,false,simple,false,16.5,16.5,0.3,0.3,0.5,10.0,6.0,true,false,100.0,producer,true,true,basic,,0.5,0.5,,
FI_CCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,34.2,34.2,1.0,1.0,0.45,2.0,3.0,true,false,100.0,producer,true,true,basic,,0.45,0.45,,
FI_OCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,9.6,9.6,1.0,1.0,0.2,2.0,3.0,true,false,100.0,producer,true,true,basic,,0.2,0.2,,
FI_Battery,100,10.0,,0.05,15.0,0.0,,false,false,simple,false,,,,,,,,,true,15.0,storage,,true,,,,,,
SI_Solar,18,,,0.05,100.0,0.0,,false,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,basic,,,,,
SI_Wind_Onshore,49,,,0.05,100.0,0.0,,false,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,basic,,,,,
SI_Wind_Offshore,49,,,0.05,100.0,0.0,,false,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,basic,,,,,
SI_Coal,824,,,0.05,100.0,0.0,,true,false,simple,false,35.64,35.64,0.5,0.5,0.325,6.0,5.0,true,false,100.0,producer,true,true,basic,,0.38,0.38,,
SI_Nuclear,2095,,,0.05,100.0,0.0,,true,false,simple,false,16.5,16.5,0.3,0.3,0.5,10.0,6.0,true,false,100.0,producer,true,true,basic,,0.5,0.5,,
SI_CCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,34.2,34.2,1.0,1.0,0.45,2.0,3.0,true,false,100.0,producer,true,true,basic,,0.45,0.45,,
SI_OCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,9.6,9.6,1.0,1.0,0.2,2.0,3.0,true,false,100.0,producer,true,true,basic,,0.2,0.2,,
SI_Battery,100,10.0,,0.05,15.0,0.0,,false,false,simple,false,,,,,,,,,true,15.0,storage,,true,,,,,,
HU_Solar,18,,,0.05,100.0,0.0,,false,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,basic,,,,,
HU_Wind_Onshore,49,,,0.05,100.0,0.0,,false,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,basic,,,,,
HU_Wind_Offshore,49,,,0.05,100.0,0.0,,false,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,basic,,,,,
HU_Coal,824,,,0.05,100.0,0.0,,true,false,simple,false,35.64,35.64,0.5,0.5,0.325,6.0,5.0,true,false,100.0,producer,true,true,basic,,0.38,0.38,,
HU_Nuclear,2095,,,0.05,100.0,0.0,,true,false,simple,false,16.5,16.5,0.3,0.3,0.5,10.0,6.0,true,false,100.0,producer,true,true,basic,,0.5,0.5,,
HU_CCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,34.2,34.2,1.0,1.0,0.45,2.0,3.0,true,false,100.0,producer,true,true,basic,,0.45,0.45,,
HU_OCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,9.6,9.6,1.0,1.0,0.2,2.0,3.0,true,false,100.0,producer,true,true,basic,,0.2,0.2,,
HU_Battery,100,10.0,,0.05,15.0,0.0,,false,false,simple,false,,,,,,,,,true,15.0,storage,,true,,,,,,
SK_Solar,18,,,0.05,100.0,0.0,,false,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,basic,,,,,
SK_Wind_Onshore,49,,,0.05,100.0,0.0,,false,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,basic,,,,,
SK_Wind_Offshore,49,,,0.05,100.0,0.0,,false,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,basic,,,,,
SK_Coal,824,,,0.05,100.0,0.0,,true,false,simple,false,35.64,35.64,0.5,0.5,0.325,6.0,5.0,true,false,100.0,producer,true,true,basic,,0.38,0.38,,
SK_Nuclear,2095,,,0.05,100.0,0.0,,true,false,simple,false,16.5,16.5,0.3,0.3,0.5,10.0,6.0,true,false,100.0,producer,true,true,basic,,0.5,0.5,,
SK_CCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,34.2,34.2,1.0,1.0,0.45,2.0,3.0,true,false,100.0,producer,true,true,basic,,0.45,0.45,,
SK_OCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,9.6,9.6,1.0,1.0,0.2,2.0,3.0,true,false,100.0,producer,true,true,basic,,0.2,0.2,,
SK_Battery,100,10.0,,0.05,15.0,0.0,,false,false,simple,false,,,,,,,,,true,15.0,storage,,true,,,,,,
PT_Solar,18,,,0.05,100.0,0.0,,false,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,basic,,,,,
PT_Wind_Onshore,49,,,0.05,100.0,0.0,,false,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,basic,,,,,
PT_Wind_Offshore,49,,,0.05,100.0,0.0,,false,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,basic,,,,,
PT_Coal,824,,,0.05,100.0,0.0,,true,false,simple,false,35.64,35.64,0.5,0.5,0.325,6.0,5.0,true,false,100.0,producer,true,true,basic,,0.38,0.38,,
PT_Nuclear,2095,,,0.05,100.0,0.0,,true,false,simple,false,16.5,16.5,0.3,0.3,0.5,10.0,6.0,true,false,100.0,producer,true,true,basic,,0.5,0.5,,
PT_CCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,34.2,34.2,1.0,1.0,0.45,2.0,3.0,true,false,100.0,producer,true,true,basic,,0.45,0.45,,
PT_OCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,9.6,9.6,1.0,1.0,0.2,2.0,3.0,true,false,100.0,producer,true,true,basic,,0.2,0.2,,
PT_Battery,100,10.0,,0.05,15.0,0.0,,false,false,simple,false,,,,,,,,,true,15.0,storage,,true,,,,,,
HR_Solar,18,,,0.05,100.0,0.0,,false,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,basic,,,,,
HR_Wind_Onshore,49,,,0.05,100.0,0.0,,false,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,basic,,,,,
HR_Wind_Offshore,49,,,0.05,100.0,0.0,,false,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,basic,,,,,
HR_Coal,824,,,0.05,100.0,0.0,,true,false,simple,false,35.64,35.64,0.5,0.5,0.325,6.0,5.0,true,false,100.0,producer,true,true,basic,,0.38,0.38,,
HR_Nuclear,2095,,,0.05,100.0,0.0,,true,false,simple,false,16.5,16.5,0.3,0.3,0.5,10.0,6.0,true,false,100.0,producer,true,true,basic,,0.5,0.5,,
HR_CCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,34.2,34.2,1.0,1.0,0.45,2.0,3.0,true,false,100.0,producer,true,true,basic,,0.45,0.45,,
HR_OCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,9.6,9.6,1.0,1.0,0.2,2.0,3.0,true,false,100.0,producer,true,true,basic,,0.2,0.2,,
HR_Battery,100,10.0,,0.05,15.0,0.0,,false,false,simple,false,,,,,,,,,true,15.0,storage,,true,,,,,,
RO_Solar,18,,,0.05,100.0,0.0,,false,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,basic,,,,,
RO_Wind_Onshore,49,,,0.05,100.0,0.0,,false,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,basic,,,,,
RO_Wind_Offshore,49,,,0.05,100.0,0.0,,false,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,basic,,,,,
RO_Coal,824,,,0.05,100.0,0.0,,true,false,simple,false,35.64,35.64,0.5,0.5,0.325,6.0,5.0,true,false,100.0,producer,true,true,basic,,0.38,0.38,,
RO_Nuclear,2095,,,0.05,100.0,0.0,,true,false,simple,false,16.5,16.5,0.3,0.3,0.5,10.0,6.0,true,false,100.0,producer,true,true,basic,,0.5,0.5,,
RO_CCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,34.2,34.2,1.0,1.0,0.45,2.0,3.0,true,false,100.0,producer,true,true,basic,,0.45,0.45,,
RO_OCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,9.6,9.6,1.0,1.0,0.2,2.0,3.0,true,false,100.0,producer,true,true,basic,,0.2,0.2,,
RO_Battery,100,10.0,,0.05,15.0,0.0,,false,false,simple,false,,,,,,,,,true,15.0,storage,,true,,,,,,
GR_Solar,18,,,0.05,100.0,0.0,,false,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,basic,,,,,
GR_Wind_Onshore,49,,,0.05,100.0,0.0,,false,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,basic,,,,,
GR_Wind_Offshore,49,,,0.05,100.0,0.0,,false,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,basic,,,,,
GR_Coal,824,,,0.05,100.0,0.0,,true,false,simple,false,35.64,35.64,0.5,0.5,0.325,6.0,5.0,true,false,100.0,producer,true,true,basic,,0.38,0.38,,
GR_Nuclear,2095,,,0.05,100.0,0.0,,true,false,simple,false,16.5,16.5,0.3,0.3,0.5,10.0,6.0,true,false,100.0,producer,true,true,basic,,0.5,0.5,,
GR_CCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,34.2,34.2,1.0,1.0,0.45,2.0,3.0,true,false,100.0,producer,true,true,basic,,0.45,0.45,,
GR_OCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,9.6,9.6,1.0,1.0,0.2,2.0,3.0,true,false,100.0,producer,true,true,basic,,0.2,0.2,,
GR_Battery,100,10.0,,0.05,15.0,0.0,,false,false,simple,false,,,,,,,,,true,15.0,storage,,true,,,,,,
LV_Solar,18,,,0.05,100.0,0.0,,false,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,basic,,,,,
LV_Wind_Onshore,49,,,0.05,100.0,0.0,,false,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,basic,,,,,
LV_Wind_Offshore,49,,,0.05,100.0,0.0,,false,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,basic,,,,,
LV_Coal,824,,,0.05,100.0,0.0,,true,false,simple,false,35.64,35.64,0.5,0.5,0.325,6.0,5.0,true,false,100.0,producer,true,true,basic,,0.38,0.38,,
LV_Nuclear,2095,,,0.05,100.0,0.0,,true,false,simple,false,16.5,16.5,0.3,0.3,0.5,10.0,6.0,true,false,100.0,producer,true,true,basic,,0.5,0.5,,
LV_CCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,34.2,34.2,1.0,1.0,0.45,2.0,3.0,true,false,100.0,producer,true,true,basic,,0.45,0.45,,
LV_OCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,9.6,9.6,1.0,1.0,0.2,2.0,3.0,true,false,100.0,producer,true,true,basic,,0.2,0.2,,
LV_Battery,100,10.0,,0.05,15.0,0.0,,false,false,simple,false,,,,,,,,,true,15.0,storage,,true,,,,,,
EE_Solar,18,,,0.05,100.0,0.0,,false,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,basic,,,,,
EE_Wind_Onshore,49,,,0.05,100.0,0.0,,false,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,basic,,,,,
EE_Wind_Offshore,49,,,0.05,100.0,0.0,,false,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,basic,,,,,
EE_Coal,824,,,0.05,100.0,0.0,,true,false,simple,false,35.64,35.64,0.5,0.5,0.325,6.0,5.0,true,false,100.0,producer,true,true,basic,,0.38,0.38,,
EE_Nuclear,2095,,,0.05,100.0,0.0,,true,false,simple,false,16.5,16.5,0.3,0.3,0.5,10.0,6.0,true,false,100.0,producer,true,true,basic,,0.5,0.5,,
EE_CCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,34.2,34.2,1.0,1.0,0.45,2.0,3.0,true,false,100.0,producer,true,true,basic,,0.45,0.45,,
EE_OCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,9.6,9.6,1.0,1.0,0.2,2.0,3.0,true,false,100.0,producer,true,true,basic,,0.2,0.2,,
EE_Battery,100,10.0,,0.05,15.0,0.0,,false,false,simple,false,,,,,,,,,true,15.0,storage,,true,,,,,,
MT_Solar,18,,,0.05,100.0,0.0,,false,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,basic,,,,,
MT_Wind_Onshore,49,,,0.05,100.0,0.0,,false,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,basic,,,,,
MT_Wind_Offshore,49,,,0.05,100.0,0.0,,false,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,basic,,,,,
MT_Coal,824,,,0.05,100.0,0.0,,true,false,simple,false,35.64,35.64,0.5,0.5,0.325,6.0,5.0,true,false,100.0,producer,true,true,basic,,0.38,0.38,,
MT_Nuclear,2095,,,0.05,100.0,0.0,,true,false,simple,false,16.5,16.5,0.3,0.3,0.5,10.0,6.0,true,false,100.0,producer,true,true,basic,,0.5,0.5,,
MT_CCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,34.2,34.2,1.0,1.0,0.45,2.0,3.0,true,false,100.0,producer,true,true,basic,,0.45,0.45,,
MT_OCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,9.6,9.6,1.0,1.0,0.2,2.0,3.0,true,false,100.0,producer,true,true,basic,,0.2,0.2,,
MT_Battery,100,10.0,,0.05,15.0,0.0,,false,false,simple,false,,,,,,,,,true,15.0,storage,,true,,,,,,
CY_Solar,18,,,0.05,100.0,0.0,,false,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,basic,,,,,
CY_Wind_Onshore,49,,,0.05,100.0,0.0,,false,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,basic,,,,,
CY_Wind_Offshore,49,,,0.05,100.0,0.0,,false,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,basic,,,,,
CY_Coal,824,,,0.05,100.0,0.0,,true,false,simple,false,35.64,35.64,0.5,0.5,0.325,6.0,5.0,true,false,100.0,producer,true,true,basic,,0.38,0.38,,
CY_Nuclear,2095,,,0.05,100.0,0.0,,true,false,simple,false,16.5,16.5,0.3,0.3,0.5,10.0,6.0,true,false,100.0,producer,true,true,basic,,0.5,0.5,,
CY_CCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,34.2,34.2,1.0,1.0,0.45,2.0,3.0,true,false,100.0,producer,true,true,basic,,0.45,0.45,,
CY_OCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,9.6,9.6,1.0,1.0,0.2,2.0,3.0,true,false,100.0,producer,true,true,basic,,0.2,0.2,,
CY_Battery,100,10.0,,0.05,15.0,0.0,,false,false,simple,false,,,,,,,,,true,15.0,storage,,true,,,,,,
BG_Solar,18,,,0.05,100.0,0.0,,false,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,basic,,,,,
BG_Wind_Onshore,49,,,0.05,100.0,0.0,,false,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,basic,,,,,
BG_Wind_Offshore,49,,,0.05,100.0,0.0,,false,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,basic,,,,,
BG_Coal,824,,,0.05,100.0,0.0,,true,false,simple,false,35.64,35.64,0.5,0.5,0.325,6.0,5.0,true,false,100.0,producer,true,true,basic,,0.38,0.38,,
BG_Nuclear,2095,,,0.05,100.0,0.0,,true,false,simple,false,16.5,16.5,0.3,0.3,0.5,10.0,6.0,true,false,100.0,producer,true,true,basic,,0.5,0.5,,
BG_CCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,34.2,34.2,1.0,1.0,0.45,2.0,3.0,true,false,100.0,producer,true,true,basic,,0.45,0.45,,
BG_OCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,9.6,9.6,1.0,1.0,0.2,2.0,3.0,true,false,100.0,producer,true,true,basic,,0.2,0.2,,
BG_Battery,100,10.0,,0.05,15.0,0.0,,false,false,simple,false,,,,,,,,,true,15.0,storage,,true,,,,,,
NL_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
BE_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
DE_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
FR_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
LU_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
CH_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
UK_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
DK_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
NO_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
IE_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
SE_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
AT_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
CZ_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
PL_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
ES_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
IT_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
LT_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
FI_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
SI_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
HU_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
SK_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
PT_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
HR_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
RO_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
GR_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
LV_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
EE_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
MT_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
CY_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
BG_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
NL_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
BE_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
DE_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
FR_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
LU_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
CH_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
UK_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
DK_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
NO_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
IE_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
SE_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
AT_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
CZ_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
PL_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
ES_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
IT_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
LT_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
FI_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
SI_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
HU_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
SK_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
PT_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
HR_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
RO_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
GR_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
LV_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
EE_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
MT_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
CY_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
BG_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
NL_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
BE_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
DE_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
FR_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
LU_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
CH_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
UK_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
DK_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
NO_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
IE_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
SE_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
AT_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
CZ_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
PL_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
ES_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
IT_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
LT_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
FI_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
SI_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
HU_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
SK_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
PT_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
HR_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
RO_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
GR_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
LV_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
EE_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
MT_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
CY_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
BG_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
